Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S02035,0.0,0.0,42,Reading/Writing,13,0.8361908992574263,0.06689527194059418,0.5443434601343627,83,1,Low,23,10,B
S02036,0.9496286491027328,1.0,13,Reading/Writing,2,0.0,0.3133774542039019,0.0,100,1,Low,24,9,D
S02037,0.0689818151252994,1.0,33,Kinesthetic,1,0.7587999663782924,0.09105599596539511,0.6412276708042716,65,1,Medium,11,8,A
S02038,0.11493315029329622,1.0,37,Auditory,2,0.0,0.5562764474195532,0.8230108656694268,66,1,High,29,7,B
S02039,0.4678196854299455,1.0,44,Auditory,14,0.7351452199613426,0.014702904399226911,0.490397871217283,74,1,Medium,9,9,B
S02040,0.0,1.0,41,Visual,3,0.8261457488378172,0.47916453432593414,0.2964532859008533,87,1,Medium,15,6,C
S02041,0.601300942338928,1.0,17,Kinesthetic,0,0.0,0.06614310365728214,0.7962802688632309,86,1,Low,27,10,A
S02042,0.44397470635641956,1.0,14,Auditory,4,0.0,0.7423257090279335,0.5018356322860176,85,1,Medium,25,7,C
S02043,0.06444981391884208,1.0,20,Visual,7,0.708947953107262,0.39701085374006684,0.5793284071089845,78,1,Medium,8,10,B
S02044,0.2982635824371506,0.0,27,Reading/Writing,9,0.820224851702164,0.31168544364682244,0.37566236471145675,70,0,Low,8,8,C
S02045,0.5580492556977217,1.0,41,Visual,13,0.6820602014083265,0.3546713047323299,0.312383058870866,98,1,Medium,30,6,C
S02046,0.7306322684542789,1.0,13,Visual,19,0.0,0.24110864858991207,0.6387825200085713,84,0,High,5,5,C
S02047,0.6230239875422527,0.0,39,Reading/Writing,20,0.0,0.13706527725929568,0.7701001368113002,63,1,Medium,29,5,A
S02048,0.4478827651800924,1.0,7,Visual,18,0.0,0.7718512986603592,0.45127220323320527,85,0,Low,17,4,C
S02049,0.5463020746304998,1.0,25,Visual,7,0.0,0.18886443151511567,0.8160173219747751,82,1,Low,21,10,A
S02050,0.40417829518892456,1.0,37,Visual,8,0.6351373210111669,0.5716235889100504,0.32632340056840237,70,1,Low,21,9,C
S02051,0.21706333031518896,0.0,33,Reading/Writing,7,0.7958988778223594,0.5412112369192045,0.16284619721065963,59,0,Medium,21,9,D
S02052,0.2934212145424725,1.0,13,Visual,13,0.6455266719934393,0.36149493631632607,0.6054095453650779,81,1,Medium,7,6,A
S02053,0.24632584566058763,0.0,24,Visual,8,0.6773960755666157,0.5690127034759574,0.39583162815713213,79,1,Medium,8,5,C
S02054,0.9309644120501293,1.0,10,Visual,17,0.0,0.20481217065102847,0.30225359923311285,66,1,High,13,7,D
S02055,0.24144090106587562,1.0,49,Reading/Writing,13,0.0,0.34526048852420205,0.9069186768153621,54,1,High,5,7,B
S02056,0.32504864355761315,0.0,48,Auditory,9,0.5959225131889573,0.42906420949604934,0.5959225131889574,66,1,Medium,6,4,A
S02057,0.8045613708307366,1.0,7,Reading/Writing,3,0.0,0.22527718383260625,0.5494826576075138,67,0,Low,11,6,B
S02058,0.36660760610976806,1.0,15,Kinesthetic,12,0.0,0.7057196417613035,0.6062661547330205,60,1,Low,28,7,B
S02059,0.8224499680346387,1.0,37,Auditory,15,0.0,0.1809389929676206,0.5392931771343722,54,0,Low,3,8,C
S02060,0.6238031770021881,1.0,8,Kinesthetic,19,0.0,0.457455663134938,0.6337222677385977,84,1,Low,21,8,A
S02061,0.5026221065044737,1.0,39,Reading/Writing,1,0.6143159079499122,0.46688009004193337,0.3898845531886542,95,1,Medium,24,5,B
S02062,0.5975115433452503,0.0,6,Reading/Writing,13,0.0,0.6572626976797752,0.4593317992561385,54,1,Low,8,8,C
S02063,0.27126875902578435,0.0,31,Auditory,17,0.7459890873209066,0.5669517063638891,0.22018016401530363,79,1,Medium,21,4,D
S02064,0.6375593217344864,1.0,44,Auditory,6,0.6375593217344862,0.420789152344761,0.09986346583161174,56,1,Low,1,8,D
S02065,0.2758441910089867,0.0,5,Kinesthetic,8,0.7585715252747132,0.060685722021977126,0.5871937214171009,52,1,Medium,13,4,B
S02066,0.15729990301955715,1.0,45,Auditory,20,0.8651494666075638,0.4671807119680845,0.09227850943572703,83,1,Low,9,4,D
S02067,0.5249317539507297,1.0,10,Kinesthetic,11,0.6415832548286695,0.32079162741433487,0.45815970206743806,96,1,Low,16,6,B
S02068,0.948288395776848,0.0,7,Visual,6,0.0,0.27816459609454214,0.15288419118578678,75,0,Medium,13,8,D
S02069,0.5827298553004344,1.0,16,Visual,8,0.7122253787005309,0.3561126893502655,0.16231043761921546,62,1,High,27,8,D
S02070,0.07930415636174214,0.0,20,Visual,14,0.8723457199791624,0.24425680159416555,0.41600770484785193,81,1,Medium,11,6,C
S02071,0.11868953381210297,0.0,10,Visual,2,0.652792435966566,0.36556376414127706,0.6527924359665661,74,0,Low,12,4,A
S02072,0.5688848287586734,0.0,26,Visual,14,0.6953036795939341,0.16687288310254428,0.40629581050805214,56,0,High,30,7,C
S02073,0.3025817854669529,0.0,19,Kinesthetic,4,0.8320999100341203,0.08320999100341211,0.45730744606014423,63,0,High,12,5,C
S02074,0.5111419937458652,0.0,18,Kinesthetic,5,0.6247291034671686,0.4373103724270181,0.3964934396410015,58,1,Medium,4,5,B
S02075,0.330158446844308,1.0,25,Kinesthetic,8,0.6052904858812311,0.5447614372931082,0.4773403441124209,89,1,Medium,1,9,B
S02076,0.4533993244066257,0.0,42,Auditory,17,0.6234240710591102,0.4738022940049239,0.4257732570833596,54,0,Medium,0,8,B
S02077,0.9282789005025482,0.0,28,Visual,18,0.0,0.36759844459900914,0.05629979049845177,90,1,Low,12,8,D
S02078,0.6180420739829462,1.0,38,Visual,12,0.0,0.43510162008399406,0.654759936913631,60,1,Medium,22,8,A
S02079,0.0,1.0,31,Auditory,18,0.7938927249188121,0.14290069048538626,0.5910276930734999,85,1,Medium,10,4,B
S02080,0.7613806886246891,1.0,49,Kinesthetic,13,0.0,0.0,0.6483050570444399,87,0,Medium,14,8,B
S02081,0.47471327957985293,1.0,39,Visual,20,0.74597801076834,0.22379340323050206,0.40997636799108395,99,1,Medium,14,9,C
S02082,0.5189927686002291,1.0,26,Reading/Writing,16,0.6343244949558355,0.17761085858763404,0.5447323417527701,51,0,Low,9,4,A
S02083,0.0,1.0,41,Kinesthetic,7,0.0,0.3066121290250644,0.9518345456720497,97,1,Low,3,7,B
S02084,0.0,0.0,33,Reading/Writing,1,0.6751687318622317,0.5671417347642749,0.47169633897679863,72,1,Low,4,7,B
S02085,0.1575861960227786,1.0,13,Visual,14,0.0,0.6067068546876975,0.7791491406002009,62,1,Low,15,5,A
S02086,0.29147925782509077,1.0,42,Reading/Writing,0,0.0,0.3847526203291194,0.8757883667916642,88,1,Medium,13,5,D
S02087,0.48995590227054514,1.0,36,Kinesthetic,1,0.0,0.7904621889964795,0.3675768512803139,65,0,Low,30,6,D
S02088,0.493321786602883,0.0,13,Visual,8,0.6029488502924124,0.21706158610526857,0.5881926271481672,82,0,Medium,23,8,A
S02089,0.3588939752792928,0.0,36,Visual,15,0.6579722880120366,0.644812842251796,0.14994659443812727,91,1,Medium,25,4,D
S02090,0.1408530703019923,0.0,24,Visual,14,0.7746918866609572,0.37185210559725956,0.49166950779062274,72,1,Medium,3,5,B
S02091,0.0,1.0,36,Reading/Writing,11,0.0,0.9530818664804176,0.30271266208436615,87,1,Low,25,8,D
S02092,0.4949163451984714,1.0,46,Reading/Writing,15,0.5444079797183183,0.4028619049915558,0.5444079797183184,71,0,High,3,9,A
S02093,0.14431421704818886,1.0,40,Visual,17,0.0,0.7937281937650386,0.5909052049019858,98,1,Low,25,8,B
S02094,0.8729835393077451,1.0,18,Visual,4,0.0,0.27935473257847854,0.39982580392432077,52,1,High,26,9,C
S02095,0.43389231704432935,0.0,49,Visual,3,0.7954692479146035,0.0,0.4230438899595151,78,1,High,3,7,C
S02096,0.41205542678580603,0.0,29,Auditory,7,0.0,0.6798914541965799,0.6065953641158387,56,0,Medium,6,10,B
S02097,0.6077078535946483,0.0,14,Reading/Writing,2,0.6077078535946482,0.1215415707189297,0.49659840509806974,86,0,Medium,3,9,B
S02098,0.4055559016805464,0.0,45,Auditory,0,0.637302131212287,0.2294287672364234,0.6137856669300211,89,1,Medium,25,8,A
S02099,0.9521480748332627,1.0,19,Reading/Writing,14,0.0,0.2792967686177571,0.12412638168814323,54,0,Medium,7,10,D
S02100,0.05765733210836953,1.0,33,Visual,15,0.6342306531920641,0.5708075878728579,0.5182719442845451,51,1,High,7,5,B
S02101,0.6818742941188545,1.0,33,Auditory,15,0.0,0.3500288043143453,0.6422828685012418,52,0,High,18,7,C
S02102,0.35939011910907825,,44,Kinesthetic,17,0.6588818850333099,0.18448692780932682,0.6345691273054426,75,1,Low,24,10,A
S02103,0.6329345556436691,1.0,37,Auditory,8,0.0,0.030943467164801675,0.7735866791200401,86,1,Low,6,10,A
S02104,0.07210621448036877,1.0,26,Reading/Writing,0,0.7931683592840557,0.5710812186845202,0.19887405393804755,82,1,Low,2,5,D
S02105,0.06479201163949021,0.0,39,Auditory,15,0.7127121280343913,0.6984578854737038,0.0,65,1,Medium,6,10,D
S02106,0.4355469740760603,1.0,35,Visual,4,0.532335190537407,0.5003950791051627,0.5258543934360808,86,0,Medium,30,6,A
S02107,0.30057032349657953,1.0,22,Visual,0,0.6612547116924747,0.43642810971703344,0.5309709897409469,51,1,High,17,9,B
S02108,0.0,1.0,23,Kinesthetic,9,0.0,1.0,0.0,90,0,Medium,13,10,D
S02109,0.43725005235069475,1.0,17,Auditory,9,0.6012188219822051,0.5050238104650524,0.43851940741203577,59,1,High,0,6,B
S02110,0.7322139372121076,0.0,46,Kinesthetic,8,0.0,0.6150597072581704,0.2925137717438915,85,1,Low,27,4,C
S02111,0.47743057095141955,0.0,43,Auditory,9,0.6564670350582017,0.5645616501500537,0.14960355939195927,77,1,Medium,3,10,D
S02112,0.5675474550467997,1.0,48,Reading/Writing,10,0.6243022005514794,0.13734648412132552,0.5189148214842122,69,1,High,15,9,A
S02113,0.6646715674325777,1.0,48,Reading/Writing,19,0.0,0.4386832345055014,0.6047881672209796,90,0,Medium,24,9,B
S02114,0.07312512274534493,1.0,10,Kinesthetic,8,0.0,0.7400262421828901,0.6685909641209254,76,1,Medium,28,4,A
S02115,0.0,1.0,23,Visual,8,0.0,0.26378005402590116,0.9645828544495764,89,1,High,19,9,C
S02116,0.5363067760858518,1.0,17,Auditory,1,0.6554860596604853,0.38018191460308165,0.37171868304391936,67,1,Medium,28,8,C
S02117,0.6522838192459829,0.0,42,Visual,0,0.0,0.01594471558156853,0.7578070896969075,50,1,High,27,6,A
S02118,0.6415356733579294,1.0,40,Kinesthetic,8,0.0,0.04704594937958159,0.7656491745284925,72,1,Medium,10,8,B
S02119,0.9640062029950649,,28,Visual,11,0.0,0.0,0.26587974835823414,91,1,High,14,10,D
S02120,0.19662551610079831,1.0,42,Kinesthetic,3,0.720960225702927,0.6056065895904588,0.27348750980089215,79,0,Medium,9,10,C
S02121,0.4051365367746551,1.0,37,Kinesthetic,15,0.6366431292173149,0.30558870202431127,0.5806595024502057,84,1,Medium,18,5,A
S02122,0.06741845402614417,0.0,32,Visual,0,0.741602994287585,0.6674426948588268,0.0,64,0,Medium,12,9,D
S02123,0.539949540729728,1.0,41,Visual,9,0.5939444948027005,0.24945668781713431,0.5417156001654608,65,1,Medium,7,4,A
S02124,0.583657445257568,0.0,14,Reading/Writing,8,0.6420231897833246,0.012840463795666545,0.4969761894350334,68,0,Medium,25,9,B
S02125,0.5322508839559916,1.0,39,Visual,10,0.0,0.7728282835040998,0.3456087972609672,92,0,Low,19,5,D
S02126,0.442624218132301,1.0,28,Reading/Writing,7,0.69555234277933,0.41733140566759813,0.38226330953998355,82,1,Low,8,4,C
S02127,0.611571689600021,1.0,12,Reading/Writing,5,0.0,0.09610412265143194,0.7853305457507521,99,1,Medium,21,8,B
S02128,0.19622913936129785,1.0,14,Visual,14,0.7195068443247585,0.028780273772990413,0.6655642130380088,63,1,Medium,10,5,A
S02129,0.12135627422148203,0.0,9,Kinesthetic,10,0.6674595082181508,0.3070313737803495,0.667459508218151,98,1,Medium,3,6,A
S02130,0.587483668259419,0.0,39,Reading/Writing,13,0.0,0.5639843215290423,0.5803314782069662,88,1,Low,30,4,A
S02131,0.47743311001675515,1.0,20,Reading/Writing,2,0.7502520300263292,0.075025203002633,0.45116597368985445,100,1,Medium,26,4,B
S02132,0.9637299106526028,1.0,25,Auditory,4,0.0,0.15901543525767947,0.2143332700803512,88,1,Medium,20,5,D
S02133,0.45679317908007666,1.0,32,Kinesthetic,17,0.7178178528401202,0.5168288540448868,0.09468609885598583,87,1,High,20,8,D
S02134,0.8301576199408639,1.0,10,Visual,10,0.0,0.5073185455194169,0.23122763551570427,54,0,Low,11,9,D
S02135,0.4807801125759563,0.0,32,Auditory,9,0.5876201375928355,0.4818485128261252,0.43746436190172033,63,0,High,19,10,B
S02136,0.06329892057613186,0.0,48,Visual,0,0.6962881263374495,0.4456244008559679,0.5591019452095837,51,1,Low,8,7,B
S02137,0.37742161516753114,1.0,21,Kinesthetic,9,0.8303275533685682,0.2989179192126847,0.28063705403039424,70,1,Medium,4,8,C
S02138,0.9996220893327035,1.0,40,Visual,0,0.0,0.027489607456649443,0.0,70,1,Low,28,4,D
S02139,0.6175849874934288,0.0,15,Kinesthetic,14,0.6793434862427715,0.312498003671675,0.2437749138518497,72,0,Low,29,8,C
S02140,0.22549415775342835,1.0,7,Visual,3,0.6201089338219278,0.5705002191161738,0.48902637454609943,65,1,Medium,15,5,B
S02141,0.3670966886587292,1.0,32,Kinesthetic,8,0.6730105958743366,0.18844296684481432,0.6138289723232284,61,1,Medium,10,7,A
S02142,0.5143933651148515,0.0,5,Kinesthetic,15,0.7072908770329206,0.04243745262197524,0.48305087082705755,63,1,Medium,29,4,B
S02143,0.5380920440043865,,29,Kinesthetic,11,0.5380920440043864,0.4627591578437725,0.4547173475798841,61,1,Low,0,7,A
S02144,0.4376772255800879,,40,Kinesthetic,5,0.5349388312645518,0.5135412780139699,0.5084824960503662,79,1,High,6,6,A
S02145,0.1271655765449233,0.0,35,Kinesthetic,14,0.6994106709970778,0.5455403233777207,0.4438911859975895,72,1,Medium,1,10,B
S02146,0.6258639576561652,0.0,15,Visual,11,0.0,0.3059779348541253,0.7174063073944682,92,1,Low,18,5,A
S02147,0.7553388592469262,1.0,21,Visual,7,0.0,0.553915163447746,0.3502016553561802,69,0,Medium,19,9,C
S02148,0.12740259459529238,0.0,13,Auditory,18,0.7007142702741077,0.04204285621644647,0.7007142702741079,86,0,Medium,12,9,A
S02149,0.0,1.0,41,Kinesthetic,10,0.7026242841491783,0.11241988546386862,0.7026242841491784,52,1,Medium,26,4,A
S02150,0.3272075941520056,1.0,38,Auditory,6,0.7198567071344122,0.20155987799763547,0.5780269259337628,60,1,High,4,10,B
S02151,0.4417180170005804,0.0,45,Auditory,8,0.0,0.4664542259526129,0.7663586944427679,94,1,Medium,17,5,B
S02152,0.43383741654272984,1.0,18,Reading/Writing,7,0.7953685969950043,0.01590737193990015,0.4229903621120629,92,1,High,8,9,C
S02153,0.0,0.0,7,Visual,18,0.7969635306712279,0.4303603065624632,0.4238385745959345,61,0,Medium,7,4,C
S02154,0.609731349614315,0.0,43,Reading/Writing,7,0.6097313496143149,0.4146173177377342,0.29077111690637203,69,0,Medium,25,10,C
S02155,0.0,0.0,39,Kinesthetic,16,0.6718104195923662,0.40308625175541984,0.6214436690263206,65,1,Medium,17,4,A
S02156,0.6653142977419803,0.0,36,Visual,17,0.0,0.38055977830841264,0.6422858712084111,52,0,Low,21,10,C
S02157,0.49099118405065134,0.0,40,Kinesthetic,5,0.0,0.5400903024557164,0.6835423340056066,79,0,Medium,6,4,B
S02158,0.30598966371954445,0.0,12,Visual,6,0.6731772601829975,0.25580735886953915,0.6227080352922256,86,1,Medium,21,9,A
S02159,0.45163446377779426,1.0,33,Visual,15,0.5519976779506374,0.5299177708326119,0.4588159007936015,80,0,Low,28,6,A
S02160,0.7067855606135043,1.0,14,Auditory,16,0.0,0.6219712933398838,0.33705471598742937,59,1,Low,19,5,C
S02161,0.4604420741052868,0.0,49,Visual,5,0.0,0.5498993913600282,0.696852750425434,74,1,Medium,2,6,A
S02162,0.0,1.0,31,Auditory,4,0.0,0.9963096120498679,0.08583214396158191,86,1,High,6,10,D
S02163,0.38395400989294387,0.0,9,Visual,2,0.6033563012603401,0.5430206711343063,0.4400784506623999,94,0,High,24,10,B
S02164,0.5287018280833703,0.0,27,Reading/Writing,3,0.8308171584167244,0.14954708851501047,0.08861655927841884,97,0,Low,4,8,D
S02165,0.7639937727382079,1.0,46,Kinesthetic,13,0.0,0.6162883100088211,0.19105557872962126,100,0,Low,11,10,D
S02166,0.4485185189926202,1.0,32,Reading/Writing,5,0.6167129636148526,0.6167129636148527,0.19534937711556066,85,1,Medium,14,5,C
S02167,0.20143009552097285,0.0,34,Kinesthetic,1,0.0,0.31020234710229805,0.9290857982289028,53,1,Medium,30,7,C
S02168,0.7590121572983027,0.0,40,Kinesthetic,17,0.0,0.27134684623414324,0.5918373375448367,99,1,Medium,28,10,C
S02169,0.505397187416989,0.0,47,Kinesthetic,0,0.0,0.3891558343110816,0.7701502577891165,86,1,Medium,9,6,A
S02170,0.0,1.0,16,Visual,19,0.0,0.518119728202629,0.855308100772601,98,0,Low,18,10,B
S02171,0.18916869674816436,0.0,30,Visual,11,0.6936185547432691,0.40229876175109625,0.5668017386882246,51,1,Medium,27,4,B
S02172,0.22059235179351908,0.0,46,Reading/Writing,15,0.6066289674321773,0.5095683326430291,0.5689291911738912,60,0,Medium,21,10,A
S02173,0.0,0.0,45,Reading/Writing,15,0.0,0.818302849835361,0.5747873049670867,98,0,Low,6,8,B
S02174,0.0,1.0,25,Kinesthetic,7,0.0,0.8162444497317749,0.5777066714882838,70,1,Medium,17,4,C
S02175,0.24870889705828744,0.0,6,Kinesthetic,0,0.0,0.729546098037643,0.6371078208294888,84,0,Medium,17,5,B
S02176,0.4487942533240536,1.0,17,Auditory,2,0.7052481123663698,0.05641984898930964,0.5459172270839243,84,1,Medium,12,9,B
S02177,0.1923710580026357,0.0,15,Visual,4,0.705360546009664,0.6630389132490844,0.1607459974412057,81,1,Medium,0,8,D
S02178,0.3913227821170293,1.0,49,Visual,8,0.7174251005478868,0.4735005663616054,0.32858015605827656,66,1,High,6,6,C
S02179,0.6440216756201675,0.0,44,Kinesthetic,17,0.6440216756201674,0.3735325718596973,0.1759135595190529,82,1,Medium,28,6,D
S02180,0.769078644101498,1.0,31,Visual,19,0.0,0.6203901062418751,0.1537340406812903,95,1,Medium,3,4,D
S02181,0.10527928466362779,1.0,17,Kinesthetic,18,0.0,0.6485203935279468,0.7538816693613608,61,1,Medium,11,10,B
S02182,0.6539845672319317,0.0,17,Visual,5,0.0,0.17984575598878125,0.734819494757241,70,1,Medium,9,10,B
S02183,0.6309267567538129,1.0,13,Reading/Writing,15,0.0,0.31726602625334593,0.7080068475640092,69,0,Medium,23,6,B
S02184,0.5560695452889121,1.0,48,Auditory,5,0.6796405553531146,0.33982027767655737,0.3367455347904705,55,1,Medium,0,7,C
S02185,0.34937140962357555,1.0,39,Visual,2,0.0,0.8070479562304596,0.4760390892372956,57,1,High,14,6,C
S02186,0.07378069094215763,0.0,7,Kinesthetic,5,0.8115876003637329,0.5194160642327892,0.25707767074729526,52,1,Medium,6,7,C
S02187,0.1229974040769761,1.0,25,Reading/Writing,17,0.0,0.568248006835629,0.8136128325669773,74,0,Medium,16,9,B
S02188,0.14519697413904745,0.0,6,Visual,5,0.7985833577647606,0.23957500732942827,0.5327159423793599,51,0,High,24,8,B
S02189,0.2786446234364416,1.0,22,Visual,20,0.0,0.9195272573402571,0.2771764723750343,54,1,Medium,20,4,D
S02190,0.06395551575873323,0.0,47,Visual,20,0.7035106733460649,0.4643170444084029,0.5342210280062422,72,1,Low,20,9,B
S02191,0.966043918817524,1.0,13,Visual,12,0.0,0.13524614863445344,0.22015364224838072,71,1,Medium,21,8,D
S02192,0.34471934709449825,1.0,41,Reading/Writing,6,0.6319854696732465,0.3033530254431584,0.62429150227687,87,1,Medium,28,5,A
S02193,0.0,0.0,15,Visual,18,0.0,0.26383603383947707,0.9645675441605186,95,0,High,20,9,A
S02194,0.5812419676090224,1.0,5,Kinesthetic,9,0.5812419676090222,0.10462355416962406,0.5597941247395334,58,1,Medium,12,7,A
S02195,0.73722255017432,0.0,27,Visual,18,0.0,0.6340113931499153,0.23352187236011937,64,1,Medium,11,7,C
S02196,0.33254053501503805,0.0,42,Kinesthetic,14,0.0,0.3657945885165419,0.8692589439194319,51,1,Low,24,9,A
S02197,0.5000582390174516,1.0,23,Reading/Writing,12,0.6111822921324407,0.5133931253912504,0.3358950165981999,60,0,Low,19,4,C
S02198,0.5064992481220268,1.0,8,Kinesthetic,18,0.6964364661677866,0.34821823308389344,0.37037659536136786,76,1,Medium,13,6,C
S02199,0.3403745253692519,1.0,30,Reading/Writing,6,0.6240199631769616,0.42433357496033397,0.5609681677222536,89,1,Low,17,8,A
S02200,0.5555502554559948,1.0,20,Kinesthetic,0,0.0,0.052380452657279496,0.8298314297748655,58,1,High,26,4,A
S02201,0.4681476316064587,1.0,6,Visual,1,0.7356605639530064,0.14713211279060134,0.4668977094090117,53,1,Medium,20,7,B
S02202,0.9060482580411089,1.0,22,Reading/Writing,14,0.0,0.41678219869891014,0.07327450408139353,54,1,Low,1,6,D
S02203,0.44726566337940105,1.0,10,Visual,0,0.7028460424533443,0.44982146717014043,0.3219029584243645,83,1,High,30,10,C
S02204,0.5396155704192075,0.0,45,Kinesthetic,18,0.6595301416234758,0.5012429076338416,0.1503016167512618,71,1,High,28,8,D
S02205,0.3266635909142054,1.0,46,Kinesthetic,0,0.0,0.7545928950118143,0.5691049649833726,70,1,Low,15,6,C
S02206,0.3887557684315943,0.0,44,Auditory,3,0.0,0.7013154062505962,0.5975162369900269,81,0,Medium,16,6,B
S02207,0.33337715523581524,1.0,6,Auditory,9,0.611191451265661,0.4522816739365893,0.5574459343180888,52,1,High,17,8,A
S02208,0.5137066288821338,0.0,18,Visual,17,0.6278636575226079,0.2637027361594954,0.5218750750389239,90,1,Medium,24,5,A
S02209,0.37394144708001226,0.0,45,Reading/Writing,4,0.8226711835760268,0.2303479314012876,0.3609982664341663,58,1,Medium,8,8,C
S02210,0.3719570335869504,0.0,18,Visual,13,0.6819212282427423,0.6273675299833231,0.05514876208701305,88,0,Medium,24,4,D
S02211,0.1741060025813963,0.0,21,Kinesthetic,3,0.0,0.03830332056790729,0.9839816845341172,74,1,Low,22,9,C
S02212,0.06204137247834953,1.0,13,Visual,15,0.6824550972618441,0.5596131797547123,0.466089044461624,69,1,High,9,10,B
S02213,0.19293863914373902,1.0,40,Auditory,4,0.7074416768603762,0.240530170132528,0.635960842051111,83,0,Low,19,5,A
S02214,0.5466698965289265,0.0,16,Kinesthetic,16,0.7516711077272736,0.16536764370000026,0.32984255706960525,82,1,Low,27,9,C
S02215,0.6520275525046357,1.0,31,Auditory,9,0.0,0.1275076102675733,0.7473967354080877,68,1,Medium,4,7,A
S02216,0.4038179592569412,0.0,29,Kinesthetic,5,0.6345710788323359,0.1776799020730541,0.634571078832336,62,0,Medium,1,10,A
S02217,0.10920191859227796,1.0,35,Visual,20,0.0,0.24024422090301137,0.9645504939081575,59,1,High,17,5,B
S02218,0.7261343794490344,0.0,32,Visual,7,0.0,0.37274898145050434,0.5777430742205203,66,1,Medium,5,8,B
S02219,0.566507572805445,0.0,25,Visual,17,0.0,0.7893338847755864,0.23668795554308386,84,1,Low,3,7,D
S02220,0.06135138375994251,0.0,28,Kinesthetic,17,0.6748652213593668,0.31043800182530884,0.6666492239049128,55,0,Medium,0,8,A
S02221,0.5340122238019286,0.0,44,Visual,18,0.6526816068690237,0.30023353915975104,0.44575496278628035,70,0,Low,28,6,B
S02222,0.5645126834620103,0.0,32,Kinesthetic,5,0.0,0.7762049397602642,0.2807691608818264,73,1,High,21,10,D
S02223,0.7254325633632697,1.0,48,Reading/Writing,18,0.0,0.19506075592656813,0.6600749181036585,80,1,High,23,4,B
S02224,0.37293476080386917,1.0,19,Auditory,10,0.0,0.24613694213055368,0.8946151518406009,92,1,Low,5,8,A
S02225,0.6262247160955491,0.0,35,Visual,12,0.0,0.7232895470903593,0.29102377226074155,61,1,Low,15,9,C
S02226,0.19106515223681894,1.0,28,Auditory,17,0.0,0.6515321691275524,0.7341661529876379,72,0,Medium,6,9,B
S02227,0.4732440501415766,,9,Auditory,10,0.8676140919262236,0.06940912735409796,0.13589786435619244,93,0,Medium,3,9,D
S02228,0.13754815417671995,1.0,6,Auditory,1,0.7565148479719594,0.30260593918878387,0.563201061476463,92,0,Medium,8,4,B
S02229,0.2563490070596004,,46,Auditory,10,0.7049597694139009,0.014099195388278075,0.6611490926991125,85,1,Low,15,10,A
S02230,0.20890966567526384,1.0,33,Kinesthetic,19,0.7660021074759672,0.4749213066350998,0.379535604961953,87,0,High,17,8,C
S02231,0.7700401006807562,1.0,18,Reading/Writing,4,0.0,0.42352205537441595,0.47714495905856635,91,1,Medium,1,5,C
S02232,0.444715187923199,0.0,49,Kinesthetic,3,0.5435407852394654,0.4674450753059404,0.5369235681025026,75,0,Medium,22,8,A
S02233,0.21603990609683435,1.0,42,Auditory,19,0.0,0.6654029107782496,0.7145388200101543,93,1,High,2,6,B
S02234,0.7641899893713701,1.0,36,Visual,2,0.0,0.1986893972365562,0.6136254424079556,74,1,High,24,10,B
S02235,0.12437499512147164,0.0,10,Kinesthetic,13,0.6840624731680937,0.2873062387305994,0.6588205511200763,65,1,Medium,9,4,A
S02236,0.12880923694134305,1.0,17,Kinesthetic,4,0.7084508031773864,0.3825634337157887,0.5789221529182405,98,1,Medium,15,4,B
S02237,0.3948339185611519,1.0,13,Visual,16,0.5428966380215837,0.5320387052611522,0.516046735560399,73,1,Medium,14,8,A
S02238,0.7247173129463877,1.0,14,Visual,18,0.0,0.5181728787566672,0.454182434751495,54,0,Medium,20,7,D
S02239,0.5737830236705612,1.0,34,Auditory,8,0.5737830236705611,0.5164047213035051,0.27362793591003415,70,0,Medium,27,8,C
S02240,0.926059956545485,0.0,38,Visual,12,0.0,0.08149327617600287,0.36847225515780163,74,0,Medium,25,8,D
S02241,0.31877360581819303,0.0,41,Auditory,8,0.7013019328000245,0.3506509664000123,0.5325437888543575,57,1,Medium,6,9,B
S02242,0.38388208135871515,1.0,31,Kinesthetic,11,0.8445405789891731,0.11823568105848432,0.35412721129132313,91,1,High,24,6,C
S02243,0.8255589238418574,0.0,21,Visual,2,0.0,0.39957051913945896,0.3984919867446493,92,1,Low,24,10,C
S02244,0.6150296946235242,0.0,33,Visual,15,0.7517029600954184,0.1954427696248088,0.13595314750480808,52,1,Low,16,4,D
S02245,0.2091789348119846,1.0,11,Visual,14,0.7669894276439433,0.04601936565863661,0.6048583380409963,64,1,Low,30,7,B
S02246,0.0,0.0,15,Reading/Writing,9,0.7263029078420742,0.14526058156841493,0.6718507643089747,50,1,Medium,25,6,A
S02247,0.35221162838678916,0.0,32,Reading/Writing,11,0.0,0.46491934947056174,0.8122788728737168,88,1,Medium,6,6,C
S02248,0.28796330521584984,1.0,8,Visual,4,0.0,0.5384913807536392,0.7918990893435871,92,1,Low,16,9,A
S02249,0.6317380150065014,1.0,5,Reading/Writing,7,0.6949118165071513,0.23627001761243158,0.24936143737915425,64,0,Medium,12,5,C
